replicate	flat	pot	pipet	genotype	treatment	colony
Bac035	flat13	pot073	pipet183	dde2/pad4	flg22	5.025949097
Bac035	flat13	pot075	pipet183	dde2/pad4	flg22	5.531099076
Bac035	flat13	pot075	pipet183	dde2/pad4	flg22	4.694955878
Bac035	flat13	pot077	pipet183	dde2/pad4	flg22	5.025949097
Bac035	flat13	pot077	pipet183	dde2/pad4	flg22	5.368371778
Bac035	flat13	pot079	pipet184	dde2/pad4	flg22	4.605732694
Bac035	flat13	pot079	pipet184	dde2/pad4	flg22	5.053977821
Bac035	flat14	pot081	pipet184	dde2/pad4	flg22	4.929039084
Bac035	flat14	pot081	pipet184	dde2/pad4	flg22	4.341219532
Bac035	flat14	pot083	pipet184	dde2/pad4	flg22	5.682366751
Bac035	flat14	pot083	pipet184	dde2/pad4	flg22	5.891250523
Bac035	flat13	pot073	pipet185	dde2/sid2	_mock	7.613285832
Bac035	flat13	pot073	pipet185	dde2/sid2	_mock	7.247797847
Bac035	flat13	pot075	pipet185	dde2/sid2	_mock	7.211585674
Bac035	flat13	pot075	pipet185	dde2/sid2	_mock	7.429641435
Bac035	flat13	pot077	pipet185	dde2/sid2	_mock	7.429641435
Bac035	flat13	pot077	pipet185	dde2/sid2	_mock	7.483326294
Bac035	flat13	pot079	pipet186	dde2/sid2	_mock	7.605732694
Bac035	flat13	pot079	pipet186	dde2/sid2	_mock	7.23006908
Bac035	flat14	pot081	pipet186	dde2/sid2	_mock	6.849857838
Bac035	flat14	pot081	pipet186	dde2/sid2	_mock	7.406160339
Bac035	flat14	pot083	pipet186	dde2/sid2	_mock	7.172077133
Bac035	flat14	pot083	pipet186	dde2/sid2	_mock	6.752947825
Bac035	flat13	pot074	pipet187	dde2/sid2	flg22	5.995985874
Bac035	flat13	pot074	pipet187	dde2/sid2	flg22	5.804100348
Bac035	flat13	pot076	pipet187	dde2/sid2	flg22	6.406160339
Bac035	flat13	pot076	pipet187	dde2/sid2	flg22	5.368371778
Bac035	flat13	pot078	pipet187	dde2/sid2	flg22	4.929039084
Bac035	flat13	pot078	pipet187	dde2/sid2	flg22	4.804100348
Bac035	flat13	pot080	pipet188	dde2/sid2	flg22	5.312255836
Bac035	flat13	pot080	pipet188	dde2/sid2	flg22	5.211585674
Bac035	flat14	pot082	pipet188	dde2/sid2	flg22	5.393925883
Bac035	flat14	pot082	pipet188	dde2/sid2	flg22	5.08030676
Bac035	flat14	pot084	pipet188	dde2/sid2	flg22	4.590220528
Bac035	flat14	pot084	pipet188	dde2/sid2	flg22	4.381336755
Bac035	flat13	pot074	pipet189	ein2/pad4	_mock	7.51261567
Bac035	flat13	pot074	pipet189	ein2/pad4	_mock	6.96380119
Bac035	flat13	pot076	pipet189	ein2/pad4	_mock	7.053977821
Bac035	flat13	pot076	pipet189	ein2/pad4	_mock	6.849857838
Bac035	flat13	pot078	pipet189	ein2/pad4	_mock	6.995985874
Bac035	flat13	pot078	pipet189	ein2/pad4	_mock	6.995985874
Bac035	flat13	pot080	pipet190	ein2/pad4	_mock	7.192280519
Bac035	flat13	pot080	pipet190	ein2/pad4	_mock	7.025949097
Bac035	flat14	pot082	pipet190	ein2/pad4	_mock	6.128611439
Bac035	flat14	pot082	pipet190	ein2/pad4	_mock	6.574133708
Bac035	flat14	pot084	pipet190	ein2/pad4	_mock	6.96380119
Bac035	flat14	pot084	pipet190	ein2/pad4	_mock	6.628009089
Bac035	flat13	pot073	pipet191	ein2/pad4	flg22	5.053977821
Bac035	flat13	pot073	pipet191	ein2/pad4	flg22	6.025949097
Bac035	flat13	pot075	pipet191	ein2/pad4	flg22	5.804100348
Bac035	flat13	pot075	pipet191	ein2/pad4	flg22	5.929039084
Bac035	flat13	pot077	pipet191	ein2/pad4	flg22	5.211585674
Bac035	flat13	pot077	pipet191	ein2/pad4	flg22	6.264831186
Bac035	flat13	pot079	pipet192	ein2/pad4	flg22	5.393925883
Bac035	flat13	pot079	pipet192	ein2/pad4	flg22	6.281221602
Bac035	flat14	pot081	pipet192	ein2/pad4	flg22	5.849857838
Bac035	flat14	pot081	pipet192	ein2/pad4	flg22	5.628009089
Bac035	flat14	pot083	pipet192	ein2/pad4	flg22	5.548827842
Bac035	flat14	pot083	pipet192	ein2/pad4	flg22	5.548827842
Bac035	flat13	pot074	pipet193	ein2/sid2	_mock	7.105130343
Bac035	flat13	pot074	pipet193	ein2/sid2	_mock	7.281221602
Bac035	flat13	pot076	pipet193	ein2/sid2	_mock	6.752947825
Bac035	flat13	pot076	pipet193	ein2/sid2	_mock	6.264831186
Bac035	flat13	pot078	pipet193	ein2/sid2	_mock	7.053977821
Bac035	flat13	pot078	pipet193	ein2/sid2	_mock	7.105130343
Bac035	flat13	pot080	pipet194	ein2/sid2	_mock	6.326979093
Bac035	flat13	pot080	pipet194	ein2/sid2	_mock	6.628009089
Bac035	flat14	pot082	pipet194	ein2/sid2	_mock	6.694955878
Bac035	flat14	pot082	pipet194	ein2/sid2	_mock	6.51261567
Bac035	flat14	pot084	pipet194	ein2/sid2	_mock	6.393925883
Bac035	flat14	pot084	pipet194	ein2/sid2	_mock	6.694955878
Bac035	flat13	pot073	pipet195	ein2/sid2	flg22	4.995985874
Bac035	flat13	pot073	pipet195	ein2/sid2	flg22	5.557428014
Bac035	flat13	pot075	pipet195	ein2/sid2	flg22	5.849857838
Bac035	flat13	pot075	pipet195	ein2/sid2	flg22	5.694955878
Bac035	flat13	pot077	pipet195	ein2/sid2	flg22	5.694955878
Bac035	flat13	pot077	pipet195	ein2/sid2	flg22	4.995985874
Bac035	flat13	pot079	pipet196	ein2/sid2	flg22	5.341219532
Bac035	flat13	pot079	pipet196	ein2/sid2	flg22	5.312255836
Bac035	flat14	pot081	pipet196	ein2/sid2	flg22	5.341219532
Bac035	flat14	pot081	pipet196	ein2/sid2	flg22	3.849857838
Bac035	flat14	pot083	pipet196	ein2/sid2	flg22	4.483326294
Bac035	flat14	pot083	pipet196	ein2/sid2	flg22	4.281221602
Bac035	flat13	pot073	pipet197	pad4/sid2	_mock	7.297015869
Bac035	flat13	pot073	pipet197	pad4/sid2	_mock	7.451917829
Bac035	flat13	pot075	pipet197	pad4/sid2	_mock	7.192280519
Bac035	flat13	pot075	pipet197	pad4/sid2	_mock	7.393925883
Bac035	flat13	pot077	pipet197	pad4/sid2	_mock	6.96380119
Bac035	flat13	pot077	pipet197	pad4/sid2	_mock	7.105130343
Bac035	flat13	pot079	pipet198	pad4/sid2	_mock	6.96380119
Bac035	flat13	pot079	pipet198	pad4/sid2	_mock	7.429641435
Bac035	flat14	pot081	pipet198	pad4/sid2	_mock	7.557428014
Bac035	flat14	pot081	pipet198	pad4/sid2	_mock	7.451917829
Bac035	flat14	pot083	pipet198	pad4/sid2	_mock	6.849857838
Bac035	flat14	pot083	pipet198	pad4/sid2	_mock	6.96380119
Bac035	flat13	pot073	pipet199	pad4/sid2	flg22	5.418059562
Bac035	flat13	pot073	pipet199	pad4/sid2	flg22	5.247797847
Bac035	flat13	pot075	pipet199	pad4/sid2	flg22	6.211585674
Bac035	flat13	pot075	pipet199	pad4/sid2	flg22	5.891250523
Bac035	flat13	pot077	pipet199	pad4/sid2	flg22	4.929039084
Bac035	flat13	pot077	pipet199	pad4/sid2	flg22	5.326979093
Bac035	flat13	pot079	pipet200	pad4/sid2	flg22	6.08030676
Bac035	flat13	pot079	pipet200	pad4/sid2	flg22	4.393925883
Bac035	flat14	pot081	pipet200	pad4/sid2	flg22	5.440922445
Bac035	flat14	pot081	pipet200	pad4/sid2	flg22	5.531099076
Bac035	flat14	pot083	pipet200	pad4/sid2	flg22	5.297015869
Bac035	flat14	pot083	pipet200	pad4/sid2	flg22	5.418059562
Bac041	flat15	pot086	pipet201	_Col	_mock	6.462641695
Bac041	flat15	pot086	pipet201	_Col	_mock	6.483326294
Bac041	flat15	pot086	pipet201	_Col	_mock	6.105130343
Bac041	flat15	pot088	pipet201	_Col	_mock	6.451917829
Bac041	flat15	pot088	pipet201	_Col	_mock	6.694955878
Bac041	flat15	pot090	pipet201	_Col	_mock	6.211585674
Bac041	flat15	pot090	pipet201	_Col	_mock	6.451917829
Bac041	flat15	pot090	pipet201	_Col	_mock	6.635187673
Bac041	flat15	pot092	pipet202	_Col	_mock	6.355007816
Bac041	flat15	pot092	pipet202	_Col	_mock	6.211585674
Bac041	flat15	pot092	pipet202	_Col	_mock	5.96380119
Bac041	flat16	pot094	pipet202	_Col	_mock	6.473107129
Bac041	flat16	pot094	pipet202	_Col	_mock	6.752947825
Bac041	flat16	pot096	pipet202	_Col	_mock	6.429641435
Bac041	flat16	pot096	pipet202	_Col	_mock	6.548827842
Bac041	flat16	pot096	pipet202	_Col	_mock	6.128611439
Bac041	flat15	pot086	pipet203	_Col	flg22	2.150887834
Bac041	flat15	pot086	pipet203	_Col	flg22	3.841083914
Bac041	flat15	pot086	pipet203	_Col	flg22	2.628009089
Bac041	flat15	pot088	pipet203	_Col	flg22	2.752947825
Bac041	flat15	pot088	pipet203	_Col	flg22	3.540053918
Bac041	flat15	pot090	pipet203	_Col	flg22	2.804100348
Bac041	flat15	pot090	pipet203	_Col	flg22	2.150887834
Bac041	flat15	pot090	pipet203	_Col	flg22	2.326979093
Bac041	flat15	pot092	pipet204	_Col	flg22	2.628009089
Bac041	flat15	pot092	pipet204	_Col	flg22	2.694955878
Bac041	flat15	pot092	pipet204	_Col	flg22	2.150887834
Bac041	flat16	pot094	pipet204	_Col	flg22	2.451917829
Bac041	flat16	pot094	pipet204	_Col	flg22	2.150887834
Bac041	flat16	pot096	pipet204	_Col	flg22	2.150887834
Bac041	flat16	pot096	pipet204	_Col	flg22	2.326979093
Bac041	flat16	pot096	pipet204	_Col	flg22	2.150887834
Bac041	flat15	pot086	pipet205	dde2	_mock	6.406160339
Bac041	flat15	pot086	pipet205	dde2	_mock	6.891250523
Bac041	flat15	pot086	pipet205	dde2	_mock	6.341219532
Bac041	flat15	pot088	pipet205	dde2	_mock	6.393925883
Bac041	flat15	pot088	pipet205	dde2	_mock	6.211585674
Bac041	flat15	pot090	pipet205	dde2	_mock	6.341219532
Bac041	flat15	pot090	pipet205	dde2	_mock	6.150887834
Bac041	flat15	pot090	pipet205	dde2	_mock	6.150887834
Bac041	flat15	pot092	pipet206	dde2	_mock	6.23006908
Bac041	flat15	pot092	pipet206	dde2	_mock	6.150887834
Bac041	flat15	pot092	pipet206	dde2	_mock	6.150887834
Bac041	flat16	pot094	pipet206	dde2	_mock	6.264831186
Bac041	flat16	pot094	pipet206	dde2	_mock	6.574133708
Bac041	flat16	pot096	pipet206	dde2	_mock	6.23006908
Bac041	flat16	pot096	pipet206	dde2	_mock	6.312255836
Bac041	flat16	pot096	pipet206	dde2	_mock	6.128611439
Bac041	flat15	pot086	pipet207	dde2	flg22	2.995985874
Bac041	flat15	pot086	pipet207	dde2	flg22	2.326979093
Bac041	flat15	pot086	pipet207	dde2	flg22	2.548827842
Bac041	flat15	pot088	pipet207	dde2	flg22	2.326979093
Bac041	flat15	pot088	pipet207	dde2	flg22	2.150887834
Bac041	flat15	pot090	pipet207	dde2	flg22	2.628009089
Bac041	flat15	pot090	pipet207	dde2	flg22	3.462641695
Bac041	flat15	pot090	pipet207	dde2	flg22	4.440922445
Bac041	flat15	pot092	pipet208	dde2	flg22	4.590220528
Bac041	flat15	pot092	pipet208	dde2	flg22	3.929039084
Bac041	flat15	pot092	pipet208	dde2	flg22	2.150887834
Bac041	flat16	pot094	pipet208	dde2	flg22	4.08030676
Bac041	flat16	pot094	pipet208	dde2	flg22	2.628009089
Bac041	flat16	pot096	pipet208	dde2	flg22	2.150887834
Bac041	flat16	pot096	pipet208	dde2	flg22	2.929039084
Bac041	flat16	pot096	pipet208	dde2	flg22	2.891250523
Bac041	flat15	pot085	pipet209	dde2/ein2/pad4/sid2	_mock	7.598045865
Bac041	flat15	pot085	pipet209	dde2/ein2/pad4/sid2	_mock	7.483326294
Bac041	flat15	pot085	pipet209	dde2/ein2/pad4/sid2	_mock	7.128611439
Bac041	flat15	pot087	pipet209	dde2/ein2/pad4/sid2	_mock	7.827581443
Bac041	flat15	pot087	pipet209	dde2/ein2/pad4/sid2	_mock	7.557428014
Bac041	flat15	pot089	pipet209	dde2/ein2/pad4/sid2	_mock	7.574133708
Bac041	flat15	pot089	pipet209	dde2/ein2/pad4/sid2	_mock	7.540053918
Bac041	flat15	pot089	pipet209	dde2/ein2/pad4/sid2	_mock	6.96380119
Bac041	flat15	pot091	pipet210	dde2/ein2/pad4/sid2	_mock	7.548827842
Bac041	flat15	pot091	pipet210	dde2/ein2/pad4/sid2	_mock	7.355007816
Bac041	flat15	pot091	pipet210	dde2/ein2/pad4/sid2	_mock	6.849857838
Bac041	flat16	pot093	pipet210	dde2/ein2/pad4/sid2	_mock	6.752947825
Bac041	flat16	pot093	pipet210	dde2/ein2/pad4/sid2	_mock	6.891250523
Bac041	flat16	pot095	pipet210	dde2/ein2/pad4/sid2	_mock	7.440922445
Bac041	flat16	pot095	pipet210	dde2/ein2/pad4/sid2	_mock	6.694955878
Bac041	flat16	pot095	pipet210	dde2/ein2/pad4/sid2	_mock	7.08030676
Bac041	flat15	pot086	pipet211	dde2/ein2/pad4/sid2	flg22	6.574133708
Bac041	flat15	pot086	pipet211	dde2/ein2/pad4/sid2	flg22	6.635187673
Bac041	flat15	pot086	pipet211	dde2/ein2/pad4/sid2	flg22	6.08030676
Bac041	flat15	pot088	pipet211	dde2/ein2/pad4/sid2	flg22	6.635187673
Bac041	flat15	pot088	pipet211	dde2/ein2/pad4/sid2	flg22	6.540053918
Bac041	flat15	pot090	pipet211	dde2/ein2/pad4/sid2	flg22	5.96380119
Bac041	flat15	pot090	pipet211	dde2/ein2/pad4/sid2	flg22	6.312255836
Bac041	flat15	pot090	pipet211	dde2/ein2/pad4/sid2	flg22	6.312255836
Bac041	flat15	pot092	pipet212	dde2/ein2/pad4/sid2	flg22	6.355007816
Bac041	flat15	pot092	pipet212	dde2/ein2/pad4/sid2	flg22	5.96380119
Bac041	flat15	pot092	pipet212	dde2/ein2/pad4/sid2	flg22	6.247797847
Bac041	flat16	pot094	pipet212	dde2/ein2/pad4/sid2	flg22	6.662771195
Bac041	flat16	pot094	pipet212	dde2/ein2/pad4/sid2	flg22	6.264831186
Bac041	flat16	pot096	pipet212	dde2/ein2/pad4/sid2	flg22	6.281221602
Bac041	flat16	pot096	pipet212	dde2/ein2/pad4/sid2	flg22	6.211585674
Bac041	flat16	pot096	pipet212	dde2/ein2/pad4/sid2	flg22	6.264831186
Bac041	flat15	pot085	pipet213	fls2	_mock	6.694955878
Bac041	flat15	pot085	pipet213	fls2	_mock	6.451917829
Bac041	flat15	pot085	pipet213	fls2	_mock	6.440922445
Bac041	flat15	pot087	pipet213	fls2	_mock	6.473107129
Bac041	flat15	pot087	pipet213	fls2	_mock	6.628009089
Bac041	flat15	pot089	pipet213	fls2	_mock	6.752947825
Bac041	flat15	pot089	pipet213	fls2	_mock	6.297015869
Bac041	flat15	pot089	pipet213	fls2	_mock	6.211585674
Bac041	flat15	pot091	pipet214	fls2	_mock	6.264831186
Bac041	flat15	pot091	pipet214	fls2	_mock	6.440922445
Bac041	flat15	pot091	pipet214	fls2	_mock	6.264831186
Bac041	flat16	pot093	pipet214	fls2	_mock	6.503070352
Bac041	flat16	pot093	pipet214	fls2	_mock	6.891250523
Bac041	flat16	pot095	pipet214	fls2	_mock	6.557428014
Bac041	flat16	pot095	pipet214	fls2	_mock	6.312255836
Bac041	flat16	pot095	pipet214	fls2	_mock	6.297015869
Bac041	flat15	pot085	pipet215	fls2	flg22	6.23006908
Bac041	flat15	pot085	pipet215	fls2	flg22	6.355007816
Bac041	flat15	pot085	pipet215	fls2	flg22	6.264831186
Bac041	flat15	pot087	pipet215	fls2	flg22	7.128611439
Bac041	flat15	pot087	pipet215	fls2	flg22	6.493310515
Bac041	flat15	pot089	pipet215	fls2	flg22	6.381336755
Bac041	flat15	pot089	pipet215	fls2	flg22	6.08030676
Bac041	flat15	pot089	pipet215	fls2	flg22	6.694955878
Bac041	flat15	pot091	pipet216	fls2	flg22	6.752947825
Bac041	flat15	pot091	pipet216	fls2	flg22	6.548827842
Bac041	flat15	pot091	pipet216	fls2	flg22	6.540053918
Bac041	flat16	pot093	pipet216	fls2	flg22	6.312255836
Bac041	flat16	pot093	pipet216	fls2	flg22	6.590220528
Bac041	flat16	pot095	pipet216	fls2	flg22	6.297015869
Bac041	flat16	pot095	pipet216	fls2	flg22	6.548827842
Bac041	flat16	pot095	pipet216	fls2	flg22	6.297015869
Bac041	flat15	pot085	pipet217	ein2	_mock	6.451917829
Bac041	flat15	pot085	pipet217	ein2	_mock	6.628009089
Bac041	flat15	pot085	pipet217	ein2	_mock	6.849857838
Bac041	flat15	pot087	pipet217	ein2	_mock	6.23006908
Bac041	flat15	pot087	pipet217	ein2	_mock	6.891250523
Bac041	flat15	pot089	pipet217	ein2	_mock	6.150887834
Bac041	flat15	pot089	pipet217	ein2	_mock	6.582251598
Bac041	flat15	pot089	pipet217	ein2	_mock	6.172077133
Bac041	flat15	pot091	pipet218	ein2	_mock	6.08030676
Bac041	flat15	pot091	pipet218	ein2	_mock	5.891250523
Bac041	flat15	pot091	pipet218	ein2	_mock	6.312255836
Bac041	flat16	pot093	pipet218	ein2	_mock	6.053977821
Bac041	flat16	pot093	pipet218	ein2	_mock	6.150887834
Bac041	flat16	pot095	pipet218	ein2	_mock	6.804100348
Bac041	flat16	pot095	pipet218	ein2	_mock	6.326979093
Bac041	flat16	pot095	pipet218	ein2	_mock	6.297015869
Bac041	flat15	pot085	pipet219	ein2	flg22	4.649198388
Bac041	flat15	pot085	pipet219	ein2	flg22	4.747484929
Bac041	flat15	pot085	pipet219	ein2	flg22	2.628009089
Bac041	flat15	pot087	pipet219	ein2	flg22	2.752947825
Bac041	flat15	pot087	pipet219	ein2	flg22	3.891250523
Bac041	flat15	pot089	pipet219	ein2	flg22	3.440922445
Bac041	flat15	pot089	pipet219	ein2	flg22	2.548827842
Bac041	flat15	pot089	pipet219	ein2	flg22	2.548827842
Bac041	flat15	pot091	pipet220	ein2	flg22	4.849857838
Bac041	flat15	pot091	pipet220	ein2	flg22	5.105130343
Bac041	flat15	pot091	pipet220	ein2	flg22	3.649198388
Bac041	flat16	pot093	pipet220	ein2	flg22	4.995985874
Bac041	flat16	pot093	pipet220	ein2	flg22	4.192280519
Bac041	flat16	pot095	pipet220	ein2	flg22	2.326979093
Bac041	flat16	pot095	pipet220	ein2	flg22	4.172077133
Bac041	flat16	pot095	pipet220	ein2	flg22	3.51261567
Bac041	flat15	pot086	pipet221	pad4	_mock	6.548827842
Bac041	flat15	pot086	pipet221	pad4	_mock	6.849857838
Bac041	flat15	pot086	pipet221	pad4	_mock	6.929039084
Bac041	flat15	pot088	pipet221	pad4	_mock	6.628009089
Bac041	flat15	pot088	pipet221	pad4	_mock	6.694955878
Bac041	flat15	pot090	pipet221	pad4	_mock	5.929039084
Bac041	flat15	pot090	pipet221	pad4	_mock	6.247797847
Bac041	flat15	pot090	pipet221	pad4	_mock	6.312255836
Bac041	flat15	pot092	pipet222	pad4	_mock	6.565861182
Bac041	flat15	pot092	pipet222	pad4	_mock	6.707190335
Bac041	flat15	pot092	pipet222	pad4	_mock	6.451917829
Bac041	flat16	pot094	pipet222	pad4	_mock	5.849857838
Bac041	flat16	pot094	pipet222	pad4	_mock	6.565861182
Bac041	flat16	pot096	pipet222	pad4	_mock	6.574133708
Bac041	flat16	pot096	pipet222	pad4	_mock	6.053977821
Bac041	flat16	pot096	pipet222	pad4	_mock	6.440922445
Bac041	flat15	pot085	pipet223	pad4	flg22	4.355007816
Bac041	flat15	pot085	pipet223	pad4	flg22	2.548827842
Bac041	flat15	pot085	pipet223	pad4	flg22	3.025949097
Bac041	flat15	pot087	pipet223	pad4	flg22	4.503070352
Bac041	flat15	pot087	pipet223	pad4	flg22	3.995985874
Bac041	flat15	pot089	pipet223	pad4	flg22	4.025949097
Bac041	flat15	pot089	pipet223	pad4	flg22	3.23006908
Bac041	flat15	pot089	pipet223	pad4	flg22	3.548827842
Bac041	flat15	pot091	pipet224	pad4	flg22	4.341219532
Bac041	flat15	pot091	pipet224	pad4	flg22	2.849857838
Bac041	flat15	pot091	pipet224	pad4	flg22	2.150887834
Bac041	flat16	pot093	pipet224	pad4	flg22	2.150887834
Bac041	flat16	pot093	pipet224	pad4	flg22	2.451917829
Bac041	flat16	pot095	pipet224	pad4	flg22	4.172077133
Bac041	flat16	pot095	pipet224	pad4	flg22	4.440922445
Bac041	flat16	pot095	pipet224	pad4	flg22	2.96380119
Bac041	flat15	pot085	pipet225	sid2	_mock	6.326979093
Bac041	flat15	pot085	pipet225	sid2	_mock	6.724919102
Bac041	flat15	pot085	pipet225	sid2	_mock	6.451917829
Bac041	flat15	pot087	pipet225	sid2	_mock	6.804100348
Bac041	flat15	pot087	pipet225	sid2	_mock	6.804100348
Bac041	flat15	pot089	pipet225	sid2	_mock	6.849857838
Bac041	flat15	pot089	pipet225	sid2	_mock	6.891250523
Bac041	flat15	pot089	pipet225	sid2	_mock	6.418059562
Bac041	flat15	pot091	pipet226	sid2	_mock	6.247797847
Bac041	flat15	pot091	pipet226	sid2	_mock	6.483326294
Bac041	flat15	pot091	pipet226	sid2	_mock	6.053977821
Bac041	flat16	pot093	pipet226	sid2	_mock	6.264831186
Bac041	flat16	pot093	pipet226	sid2	_mock	6.281221602
Bac041	flat16	pot095	pipet226	sid2	_mock	6.598045865
Bac041	flat16	pot095	pipet226	sid2	_mock	6.462641695
Bac041	flat16	pot095	pipet226	sid2	_mock	6.128611439
Bac041	flat15	pot086	pipet227	sid2	flg22	3.694955878
Bac041	flat15	pot086	pipet227	sid2	flg22	3.891250523
Bac041	flat15	pot086	pipet227	sid2	flg22	3.642249528
Bac041	flat15	pot088	pipet227	sid2	flg22	2.694955878
Bac041	flat15	pot088	pipet227	sid2	flg22	2.150887834
Bac041	flat15	pot090	pipet227	sid2	flg22	4.682366751
Bac041	flat15	pot090	pipet227	sid2	flg22	2.694955878
Bac041	flat15	pot090	pipet227	sid2	flg22	5.192280519
Bac041	flat15	pot092	pipet228	sid2	flg22	3.628009089
Bac041	flat15	pot092	pipet228	sid2	flg22	4.590220528
Bac041	flat15	pot092	pipet228	sid2	flg22	4.752947825
Bac041	flat16	pot094	pipet228	sid2	flg22	4.752947825
Bac041	flat16	pot094	pipet228	sid2	flg22	2.804100348
Bac041	flat16	pot096	pipet228	sid2	flg22	4.247797847
Bac041	flat16	pot096	pipet228	sid2	flg22	3.548827842
Bac041	flat16	pot096	pipet228	sid2	flg22	5.150887834
Bac037	flat17	pot097	pipet229	_Col	_mock	6.694955878
Bac037	flat17	pot097	pipet229	_Col	_mock	6.393925883
Bac037	flat17	pot097	pipet229	_Col	_mock	6.96380119
Bac037	flat17	pot099	pipet229	_Col	_mock	6.521955696
Bac037	flat17	pot099	pipet229	_Col	_mock	6.429641435
Bac037	flat17	pot101	pipet229	_Col	_mock	6.150887834
Bac037	flat17	pot101	pipet229	_Col	_mock	6.707190335
Bac037	flat17	pot101	pipet229	_Col	_mock	6.804100348
Bac037	flat17	pot103	pipet230	_Col	_mock	6.891250523
Bac037	flat17	pot103	pipet230	_Col	_mock	6.557428014
Bac037	flat17	pot103	pipet230	_Col	_mock	6.503070352
Bac037	flat18	pot105	pipet230	_Col	_mock	6.804100348
Bac037	flat18	pot105	pipet230	_Col	_mock	6.451917829
Bac037	flat18	pot107	pipet230	_Col	_mock	6.531099076
Bac037	flat18	pot107	pipet230	_Col	_mock	6.355007816
Bac037	flat18	pot107	pipet230	_Col	_mock	6.929039084
Bac037	flat17	pot098	pipet231	_Col	flg22	2.752947825
Bac037	flat17	pot098	pipet231	_Col	flg22	2.891250523
Bac037	flat17	pot098	pipet231	_Col	flg22	2.326979093
Bac037	flat17	pot100	pipet231	_Col	flg22	3.053977821
Bac037	flat17	pot100	pipet231	_Col	flg22	2.326979093
Bac037	flat17	pot102	pipet231	_Col	flg22	2.628009089
Bac037	flat17	pot102	pipet231	_Col	flg22	1.849857838
Bac037	flat17	pot102	pipet231	_Col	flg22	4.264831186
Bac037	flat17	pot104	pipet232	_Col	flg22	1.849857838
Bac037	flat17	pot104	pipet232	_Col	flg22	2.548827842
Bac037	flat17	pot104	pipet232	_Col	flg22	2.150887834
Bac037	flat18	pot106	pipet232	_Col	flg22	1.849857838
Bac037	flat18	pot106	pipet232	_Col	flg22	3.929039084
Bac037	flat18	pot108	pipet232	_Col	flg22	4.483326294
Bac037	flat18	pot108	pipet232	_Col	flg22	1.849857838
Bac037	flat18	pot108	pipet232	_Col	flg22	4.025949097
Bac037	flat17	pot097	pipet233	dde2/ein2/pad4	_mock	7.713180698
Bac037	flat17	pot097	pipet233	dde2/ein2/pad4	_mock	7.281221602
Bac037	flat17	pot097	pipet233	dde2/ein2/pad4	_mock	6.849857838
Bac037	flat17	pot099	pipet233	dde2/ein2/pad4	_mock	7.150887834
Bac037	flat17	pot099	pipet233	dde2/ein2/pad4	_mock	6.96380119
Bac037	flat17	pot101	pipet233	dde2/ein2/pad4	_mock	6.804100348
Bac037	flat17	pot101	pipet233	dde2/ein2/pad4	_mock	6.96380119
Bac037	flat17	pot101	pipet233	dde2/ein2/pad4	_mock	6.598045865
Bac037	flat17	pot103	pipet234	dde2/ein2/pad4	_mock	7.105130343
Bac037	flat17	pot103	pipet234	dde2/ein2/pad4	_mock	6.590220528
Bac037	flat17	pot103	pipet234	dde2/ein2/pad4	_mock	6.804100348
Bac037	flat18	pot105	pipet234	dde2/ein2/pad4	_mock	6.79434051
Bac037	flat18	pot105	pipet234	dde2/ein2/pad4	_mock	6.51261567
Bac037	flat18	pot107	pipet234	dde2/ein2/pad4	_mock	6.96380119
Bac037	flat18	pot107	pipet234	dde2/ein2/pad4	_mock	6.605732694
Bac037	flat18	pot107	pipet234	dde2/ein2/pad4	_mock	6.682366751
Bac037	flat17	pot098	pipet235	dde2/ein2/pad4	flg22	6.172077133
Bac037	flat17	pot098	pipet235	dde2/ein2/pad4	flg22	5.827581443
Bac037	flat17	pot098	pipet235	dde2/ein2/pad4	flg22	6.247797847
Bac037	flat17	pot100	pipet235	dde2/ein2/pad4	flg22	5.96380119
Bac037	flat17	pot100	pipet235	dde2/ein2/pad4	flg22	5.929039084
Bac037	flat17	pot102	pipet235	dde2/ein2/pad4	flg22	5.813645665
Bac037	flat17	pot102	pipet235	dde2/ein2/pad4	flg22	6.172077133
Bac037	flat17	pot102	pipet235	dde2/ein2/pad4	flg22	6.312255836
Bac037	flat17	pot104	pipet236	dde2/ein2/pad4	flg22	4.73067143
Bac037	flat17	pot104	pipet236	dde2/ein2/pad4	flg22	6.150887834
Bac037	flat17	pot104	pipet236	dde2/ein2/pad4	flg22	5.312255836
Bac037	flat18	pot106	pipet236	dde2/ein2/pad4	flg22	5.172077133
Bac037	flat18	pot106	pipet236	dde2/ein2/pad4	flg22	6.172077133
Bac037	flat18	pot108	pipet236	dde2/ein2/pad4	flg22	5.483326294
Bac037	flat18	pot108	pipet236	dde2/ein2/pad4	flg22	5.440922445
Bac037	flat18	pot108	pipet236	dde2/ein2/pad4	flg22	5.642249528
Bac037	flat17	pot098	pipet237	dde2/ein2/pad4/sid2	_mock	6.192280519
Bac037	flat17	pot098	pipet237	dde2/ein2/pad4/sid2	_mock	7.503070352
Bac037	flat17	pot098	pipet237	dde2/ein2/pad4/sid2	_mock	6.281221602
Bac037	flat17	pot100	pipet237	dde2/ein2/pad4/sid2	_mock	6.087903941
Bac037	flat17	pot100	pipet237	dde2/ein2/pad4/sid2	_mock	5.995985874
Bac037	flat17	pot102	pipet237	dde2/ein2/pad4/sid2	_mock	6.574133708
