replicate	flat	pot	genotype	treatment	colony
Bac038	flat01	line001	_Col	_mock	6.128611439
Bac038	flat01	line001	_Col	_mock	7.574133708
Bac038	flat01	line003	_Col	_mock	5.849857838
Bac038	flat01	line003	_Col	_mock	5.891250523
Bac038	flat02	line005	_Col	_mock	6.483326294
Bac038	flat02	line005	_Col	_mock	5.752947825
Bac038	flat02	line007	_Col	_mock	6.565861182
Bac038	flat02	line007	_Col	_mock	6.451917829
Bac038	flat01	line001	dde2	_mock	6.628009089
Bac038	flat01	line001	dde2	_mock	6.694955878
Bac038	flat01	line003	dde2	_mock	6.628009089
Bac038	flat01	line003	dde2	_mock	6.172077133
Bac038	flat02	line005	dde2	_mock	6.565861182
Bac038	flat02	line005	dde2	_mock	6.590220528
Bac038	flat02	line007	dde2	_mock	6.393925883
Bac038	flat02	line007	dde2	_mock	6.440922445
Bac038	flat01	line001	ein2	_mock	6.628009089
Bac038	flat01	line001	ein2	_mock	6.694955878
Bac038	flat01	line003	ein2	_mock	6.297015869
Bac038	flat01	line003	ein2	_mock	5.995985874
Bac038	flat02	line005	ein2	_mock	6.694955878
Bac038	flat02	line005	ein2	_mock	6.128611439
Bac038	flat02	line007	ein2	_mock	6.440922445
Bac038	flat02	line007	ein2	_mock	6.804100348
Bac038	flat01	line001	pad4	_mock	7.381336755
Bac038	flat01	line001	pad4	_mock	7.150887834
Bac038	flat01	line003	pad4	_mock	6.96380119
Bac038	flat01	line003	pad4	_mock	6.804100348
Bac038	flat02	line005	pad4	_mock	7.08030676
Bac038	flat02	line005	pad4	_mock	6.80889923
Bac038	flat02	line007	pad4	_mock	6.557428014
Bac038	flat02	line007	pad4	_mock	6.849857838
Bac038	flat01	line001	sid2	_mock	6.995985874
Bac038	flat01	line001	sid2	_mock	7.105130343
Bac038	flat01	line003	sid2	_mock	6.613285832
Bac038	flat01	line003	sid2	_mock	6.462641695
Bac038	flat02	line005	sid2	_mock	7.053977821
Bac038	flat02	line005	sid2	_mock	6.582251598
Bac038	flat02	line007	sid2	_mock	6.682366751
Bac038	flat02	line007	sid2	_mock	6.694955878
Bac038	flat01	line001	dde2/ein2	_mock	6.694955878
Bac038	flat01	line001	dde2/ein2	_mock	6.694955878
Bac038	flat01	line003	dde2/ein2	_mock	6.23006908
Bac038	flat01	line003	dde2/ein2	_mock	6.264831186
Bac038	flat02	line005	dde2/ein2	_mock	7.128611439
Bac038	flat02	line005	dde2/ein2	_mock	6.995985874
Bac038	flat02	line007	dde2/ein2	_mock	6.264831186
Bac038	flat02	line007	dde2/ein2	_mock	6.128611439
Bac038	flat01	line001	dde2/pad4	_mock	7.172077133
Bac038	flat01	line001	dde2/pad4	_mock	7.662771195
Bac038	flat01	line003	dde2/pad4	_mock	6.642249528
Bac038	flat01	line003	dde2/pad4	_mock	7.08030676
Bac038	flat02	line005	dde2/pad4	_mock	6.891250523
Bac038	flat02	line005	dde2/pad4	_mock	5.724919102
Bac038	flat02	line007	dde2/pad4	_mock	6.521955696
Bac038	flat02	line007	dde2/pad4	_mock	6.51261567
Bac038	flat01	line001	dde2/sid2	_mock	6.891250523
Bac038	flat01	line001	dde2/sid2	_mock	6.929039084
Bac038	flat01	line003	dde2/sid2	_mock	7.08030676
Bac038	flat01	line003	dde2/sid2	_mock	6.799247845
Bac038	flat02	line005	dde2/sid2	_mock	6.891250523
Bac038	flat02	line005	dde2/sid2	_mock	6.557428014
Bac038	flat02	line007	dde2/sid2	_mock	6.929039084
Bac038	flat02	line007	dde2/sid2	_mock	6.521955696
Bac038	flat01	line001	ein2/pad4	_mock	7.128611439
Bac038	flat01	line001	ein2/pad4	_mock	7.23006908
Bac038	flat01	line003	ein2/pad4	_mock	6.96380119
Bac038	flat01	line003	ein2/pad4	_mock	7.08030676
Bac038	flat02	line005	ein2/pad4	_mock	6.79434051
Bac038	flat02	line005	ein2/pad4	_mock	6.995985874
Bac038	flat02	line007	ein2/pad4	_mock	6.891250523
Bac038	flat02	line007	ein2/pad4	_mock	6.628009089
Bac038	flat01	line001	ein2/sid2	_mock	6.752947825
Bac038	flat01	line001	ein2/sid2	_mock	6.128611439
Bac038	flat01	line003	ein2/sid2	_mock	6.628009089
Bac038	flat01	line003	ein2/sid2	_mock	6.051254962
Bac038	flat02	line005	ein2/sid2	_mock	6.025949097
Bac038	flat02	line005	ein2/sid2	_mock	6.628009089
Bac038	flat02	line007	ein2/sid2	_mock	6.694955878
Bac038	flat02	line007	ein2/sid2	_mock	5.694955878
Bac038	flat01	line001	pad4/sid2	_mock	7.713180698
Bac038	flat01	line001	pad4/sid2	_mock	7.281221602
Bac038	flat01	line003	pad4/sid2	_mock	7.211585674
Bac038	flat01	line003	pad4/sid2	_mock	7.264831186
Bac038	flat02	line005	pad4/sid2	_mock	7.053977821
Bac038	flat02	line005	pad4/sid2	_mock	6.891250523
Bac038	flat02	line007	pad4/sid2	_mock	6.694955878
Bac038	flat02	line007	pad4/sid2	_mock	6.62070985
Bac038	flat01	line001	dde2/ein2/pad4	_mock	7.849857838
Bac038	flat01	line001	dde2/ein2/pad4	_mock	7.531099076
Bac038	flat01	line003	dde2/ein2/pad4	_mock	7.368371778
Bac038	flat01	line003	dde2/ein2/pad4	_mock	6.929039084
Bac038	flat02	line005	dde2/ein2/pad4	_mock	6.752947825
Bac038	flat02	line005	dde2/ein2/pad4	_mock	7.247797847
Bac038	flat02	line007	dde2/ein2/pad4	_mock	5.929039084
Bac038	flat02	line007	dde2/ein2/pad4	_mock	6.895180817
Bac038	flat01	line001	dde2/ein2/sid2	_mock	7.688706929
Bac038	flat01	line001	dde2/ein2/sid2	_mock	7.483326294
Bac038	flat01	line003	dde2/ein2/sid2	_mock	7.150887834
Bac038	flat01	line003	dde2/ein2/sid2	_mock	7.172077133
Bac038	flat02	line005	dde2/ein2/sid2	_mock	6.891250523
Bac038	flat02	line005	dde2/ein2/sid2	_mock	6.891250523
Bac038	flat02	line007	dde2/ein2/sid2	_mock	6.565861182
Bac038	flat02	line007	dde2/ein2/sid2	_mock	6.849857838
Bac038	flat01	line001	dde2/pad4/sid2	_mock	7.211585674
Bac038	flat01	line001	dde2/pad4/sid2	_mock	7.053977821
Bac038	flat01	line003	dde2/pad4/sid2	_mock	7.172077133
Bac038	flat01	line003	dde2/pad4/sid2	_mock	7.150887834
Bac038	flat02	line005	dde2/pad4/sid2	_mock	6.758342857
Bac038	flat02	line005	dde2/pad4/sid2	_mock	6.804100348
Bac038	flat02	line007	dde2/pad4/sid2	_mock	6.312255836
Bac038	flat02	line007	dde2/pad4/sid2	_mock	6.590220528
Bac038	flat01	line001	ein2/pad4/sid2	_mock	7.531099076
Bac038	flat01	line001	ein2/pad4/sid2	_mock	7.540053918
Bac038	flat01	line003	ein2/pad4/sid2	_mock	7.150887834
Bac038	flat01	line003	ein2/pad4/sid2	_mock	7.23006908
Bac038	flat02	line005	ein2/pad4/sid2	_mock	7.211585674
Bac038	flat02	line005	ein2/pad4/sid2	_mock	7.150887834
Bac038	flat02	line007	ein2/pad4/sid2	_mock	7.128611439
Bac038	flat02	line007	ein2/pad4/sid2	_mock	6.752947825
Bac038	flat01	line001	dde2/ein2/pad4/sid2	_mock	7.473107129
Bac038	flat01	line001	dde2/ein2/pad4/sid2	_mock	7.635187673
Bac038	flat01	line003	dde2/ein2/pad4/sid2	_mock	7.08030676
Bac038	flat01	line003	dde2/ein2/pad4/sid2	_mock	7.281221602
Bac038	flat02	line005	dde2/ein2/pad4/sid2	_mock	7.590220528
Bac038	flat02	line005	dde2/ein2/pad4/sid2	_mock	7.462641695
Bac038	flat02	line007	dde2/ein2/pad4/sid2	_mock	6.694955878
Bac038	flat02	line007	dde2/ein2/pad4/sid2	_mock	7.128611439
Bac038	flat01	line001	fls2	_mock	6.628009089
Bac038	flat01	line001	fls2	_mock	6.929039084
Bac038	flat01	line003	fls2	_mock	7.053977821
Bac038	flat01	line003	fls2	_mock	6.51261567
Bac038	flat02	line005	fls2	_mock	6.483326294
Bac038	flat02	line005	fls2	_mock	6.172077133
Bac038	flat02	line007	fls2	_mock	6.429641435
Bac038	flat02	line007	fls2	_mock	6.804100348
Bac038	flat01	line001	efr	_mock	7.656037812
Bac038	flat01	line001	efr	_mock	6.355007816
Bac038	flat01	line003	efr	_mock	6.08030676
Bac038	flat01	line003	efr	_mock	6.418059562
Bac038	flat02	line005	efr	_mock	6.418059562
Bac038	flat02	line005	efr	_mock	6.192280519
Bac038	flat02	line007	efr	_mock	7.025949097
Bac038	flat02	line007	efr	_mock	6.590220528
Bac038	flat01	line002	_Col	elf18	4.682366751
Bac038	flat01	line002	_Col	elf18	3.694955878
Bac038	flat01	line004	_Col	elf18	3.669401774
Bac038	flat01	line004	_Col	elf18	4.929039084
Bac038	flat02	line006	_Col	elf18	4.995985874
Bac038	flat02	line006	_Col	elf18	2.326979093
Bac038	flat02	line008	_Col	elf18	3.172077133
Bac038	flat02	line008	_Col	elf18	5.503070352
Bac038	flat01	line002	dde2	elf18	2.326979093
Bac038	flat01	line002	dde2	elf18	5.23006908
Bac038	flat01	line004	dde2	elf18	5.774137124
Bac038	flat01	line004	dde2	elf18	3.804100348
Bac038	flat02	line006	dde2	elf18	4.23006908
Bac038	flat02	line006	dde2	elf18	4.473107129
Bac038	flat02	line008	dde2	elf18	5.211585674
Bac038	flat02	line008	dde2	elf18	5.406160339
Bac038	flat01	line002	ein2	elf18	3.521955696
Bac038	flat01	line002	ein2	elf18	2.150887834
Bac038	flat01	line004	ein2	elf18	4.440922445
Bac038	flat01	line004	ein2	elf18	2.150887834
Bac038	flat02	line006	ein2	elf18	1.849857838
Bac038	flat02	line006	ein2	elf18	5.150887834
Bac038	flat02	line008	ein2	elf18	4.628009089
Bac038	flat02	line008	ein2	elf18	4.694955878
Bac038	flat01	line002	pad4	elf18	6.105130343
Bac038	flat01	line002	pad4	elf18	6.281221602
Bac038	flat01	line004	pad4	elf18	6.172077133
Bac038	flat01	line004	pad4	elf18	6.297015869
Bac038	flat02	line006	pad4	elf18	6.211585674
Bac038	flat02	line006	pad4	elf18	5.929039084
Bac038	flat02	line008	pad4	elf18	6.053977821
Bac038	flat02	line008	pad4	elf18	5.929039084
Bac038	flat01	line002	sid2	elf18	4.995985874
Bac038	flat01	line002	sid2	elf18	5.891250523
Bac038	flat01	line004	sid2	elf18	5.891250523
Bac038	flat01	line004	sid2	elf18	5.929039084
Bac038	flat02	line006	sid2	elf18	5.628009089
Bac038	flat02	line006	sid2	elf18	5.694955878
Bac038	flat02	line008	sid2	elf18	5.548827842
Bac038	flat02	line008	sid2	elf18	6.128611439
Bac038	flat01	line002	dde2/ein2	elf18	2.891250523
Bac038	flat01	line002	dde2/ein2	elf18	2.628009089
Bac038	flat01	line004	dde2/ein2	elf18	2.995985874
Bac038	flat01	line004	dde2/ein2	elf18	2.150887834
Bac038	flat02	line006	dde2/ein2	elf18	5.418059562
Bac038	flat02	line006	dde2/ein2	elf18	5.473107129
Bac038	flat02	line008	dde2/ein2	elf18	5.297015869
Bac038	flat02	line008	dde2/ein2	elf18	2.326979093
Bac038	flat01	line002	dde2/pad4	elf18	5.429641435
Bac038	flat01	line002	dde2/pad4	elf18	6.025949097
Bac038	flat01	line004	dde2/pad4	elf18	5.355007816
Bac038	flat01	line004	dde2/pad4	elf18	6.128611439
Bac038	flat02	line006	dde2/pad4	elf18	5.752947825
Bac038	flat02	line006	dde2/pad4	elf18	5.694955878
Bac038	flat02	line008	dde2/pad4	elf18	5.053977821
Bac038	flat02	line008	dde2/pad4	elf18	5.406160339
Bac038	flat01	line002	dde2/sid2	elf18	5.694955878
Bac038	flat01	line002	dde2/sid2	elf18	5.849857838
Bac038	flat01	line004	dde2/sid2	elf18	5.628009089
Bac038	flat01	line004	dde2/sid2	elf18	5.694955878
Bac038	flat02	line006	dde2/sid2	elf18	4.929039084
Bac038	flat02	line006	dde2/sid2	elf18	5.105130343
Bac038	flat02	line008	dde2/sid2	elf18	5.891250523
Bac038	flat02	line008	dde2/sid2	elf18	5.264831186
Bac038	flat01	line002	ein2/pad4	elf18	6.565861182
Bac038	flat01	line002	ein2/pad4	elf18	6.08030676
Bac038	flat01	line004	ein2/pad4	elf18	6.128611439
Bac038	flat01	line004	ein2/pad4	elf18	6.08030676
Bac038	flat02	line006	ein2/pad4	elf18	6.440922445
Bac038	flat02	line006	ein2/pad4	elf18	5.694955878
Bac038	flat02	line008	ein2/pad4	elf18	5.891250523
Bac038	flat02	line008	ein2/pad4	elf18	5.649198388
Bac038	flat01	line002	ein2/sid2	elf18	5.172077133
Bac038	flat01	line002	ein2/sid2	elf18	5.804100348
Bac038	flat01	line004	ein2/sid2	elf18	5.891250523
Bac038	flat01	line004	ein2/sid2	elf18	5.891250523
Bac038	flat02	line006	ein2/sid2	elf18	5.211585674
Bac038	flat02	line006	ein2/sid2	elf18	5.849857838
Bac038	flat02	line008	ein2/sid2	elf18	5.995985874
Bac038	flat02	line008	ein2/sid2	elf18	6.557428014
Bac038	flat01	line002	pad4/sid2	elf18	6.62070985
Bac038	flat01	line002	pad4/sid2	elf18	6.724919102
Bac038	flat01	line004	pad4/sid2	elf18	6.053977821
Bac038	flat01	line004	pad4/sid2	elf18	6.247797847
Bac038	flat02	line006	pad4/sid2	elf18	6.406160339
Bac038	flat02	line006	pad4/sid2	elf18	6.053977821
Bac038	flat02	line008	pad4/sid2	elf18	6.247797847
Bac038	flat02	line008	pad4/sid2	elf18	6.053977821
Bac038	flat01	line002	dde2/ein2/pad4	elf18	5.694955878
Bac038	flat01	line002	dde2/ein2/pad4	elf18	6.128611439
Bac038	flat01	line004	dde2/ein2/pad4	elf18	5.995985874
Bac038	flat01	line004	dde2/ein2/pad4	elf18	4.891250523
Bac038	flat02	line006	dde2/ein2/pad4	elf18	5.752947825
Bac038	flat02	line006	dde2/ein2/pad4	elf18	5.804100348
Bac038	flat02	line008	dde2/ein2/pad4	elf18	5.51261567
Bac038	flat02	line008	dde2/ein2/pad4	elf18	5.694955878
Bac038	flat01	line002	dde2/ein2/sid2	elf18	6.440922445
Bac038	flat01	line002	dde2/ein2/sid2	elf18	6.768935931
Bac038	flat01	line004	dde2/ein2/sid2	elf18	6.440922445
Bac038	flat01	line004	dde2/ein2/sid2	elf18	6.150887834
Bac038	flat02	line006	dde2/ein2/sid2	elf18	5.548827842
Bac038	flat02	line006	dde2/ein2/sid2	elf18	5.590220528
Bac038	flat02	line008	dde2/ein2/sid2	elf18	5.341219532
Bac038	flat02	line008	dde2/ein2/sid2	elf18	5.656037812
Bac038	flat01	line002	dde2/pad4/sid2	elf18	5.406160339
Bac038	flat01	line002	dde2/pad4/sid2	elf18	6.150887834
Bac038	flat01	line004	dde2/pad4/sid2	elf18	6.105130343
Bac038	flat01	line004	dde2/pad4/sid2	elf18	6.406160339
Bac038	flat02	line006	dde2/pad4/sid2	elf18	6.08030676
Bac038	flat02	line006	dde2/pad4/sid2	elf18	5.682366751
Bac038	flat02	line008	dde2/pad4/sid2	elf18	5.105130343
Bac038	flat02	line008	dde2/pad4/sid2	elf18	6.128611439
Bac038	flat01	line002	ein2/pad4/sid2	elf18	6.247797847
Bac038	flat01	line002	ein2/pad4/sid2	elf18	6.406160339
Bac038	flat01	line004	ein2/pad4/sid2	elf18	6.582251598
Bac038	flat01	line004	ein2/pad4/sid2	elf18	6.025949097
Bac038	flat02	line006	ein2/pad4/sid2	elf18	6.381336755
Bac038	flat02	line006	ein2/pad4/sid2	elf18	6.247797847
Bac038	flat02	line008	ein2/pad4/sid2	elf18	6.381336755
Bac038	flat02	line008	ein2/pad4/sid2	elf18	6.105130343
Bac038	flat01	line002	dde2/ein2/pad4/sid2	elf18	5.23006908
Bac038	flat01	line002	dde2/ein2/pad4/sid2	elf18	5.929039084
Bac038	flat01	line004	dde2/ein2/pad4/sid2	elf18	6.128611439
Bac038	flat01	line004	dde2/ein2/pad4/sid2	elf18	6.473107129
Bac038	flat02	line006	dde2/ein2/pad4/sid2	elf18	6.172077133
Bac038	flat02	line006	dde2/ein2/pad4/sid2	elf18	5.804100348
Bac038	flat02	line008	dde2/ein2/pad4/sid2	elf18	5.96380119
Bac038	flat02	line008	dde2/ein2/pad4/sid2	elf18	6.053977821
Bac038	flat01	line002	fls2	elf18	5.849857838
Bac038	flat01	line002	fls2	elf18	5.628009089
Bac038	flat01	line004	fls2	elf18	6.23006908
Bac038	flat01	line004	fls2	elf18	6.128611439
Bac038	flat02	line006	fls2	elf18	5.105130343
Bac038	flat02	line006	fls2	elf18	5.849857838
Bac038	flat02	line008	fls2	elf18	5.96380119
Bac038	flat02	line008	fls2	elf18	5.995985874
Bac038	flat01	line002	efr	elf18	6.08030676
Bac038	flat01	line002	efr	elf18	6.406160339
Bac038	flat01	line004	efr	elf18	6.804100348
Bac038	flat01	line004	efr	elf18	6.675932641
Bac038	flat02	line006	efr	elf18	6.62070985
Bac038	flat02	line006	efr	elf18	6.312255836
Bac038	flat02	line008	efr	elf18	6.281221602
Bac038	flat02	line008	efr	elf18	6.440922445
Bac039	flat03	line009	_Col	_mock	6.849857838
Bac039	flat03	line009	_Col	_mock	6.804100348
Bac039	flat03	line011	_Col	_mock	6.832129071
Bac039	flat03	line011	_Col	_mock	6.635187673
Bac039	flat04	line013	_Col	_mock	6.662771195
Bac039	flat04	line013	_Col	_mock	6.312255836
Bac039	flat04	line015	_Col	_mock	6.053977821
Bac039	flat04	line015	_Col	_mock	6.264831186
Bac039	flat03	line009	dde2	_mock	6.51261567
Bac039	flat03	line009	dde2	_mock	6.341219532
Bac039	flat03	line011	dde2	_mock	6.128611439
Bac039	flat03	line011	dde2	_mock	6.247797847
Bac039	flat04	line013	dde2	_mock	6.694955878
Bac039	flat04	line013	dde2	_mock	6.406160339
Bac039	flat04	line015	dde2	_mock	6.297015869
Bac039	flat04	line015	dde2	_mock	6.628009089
Bac039	flat03	line009	ein2	_mock	7.418059562
Bac039	flat03	line009	ein2	_mock	6.849857838
Bac039	flat03	line011	ein2	_mock	7.341219532
Bac039	flat03	line011	ein2	_mock	7.393925883
Bac039	flat04	line013	ein2	_mock	6.827581443
Bac039	flat04	line013	ein2	_mock	6.548827842
Bac039	flat04	line015	ein2	_mock	6.264831186
Bac039	flat04	line015	ein2	_mock	6.025949097
Bac039	flat03	line009	pad4	_mock	7.105130343
Bac039	flat03	line009	pad4	_mock	7.08030676
Bac039	flat03	line011	pad4	_mock	6.96380119
Bac039	flat03	line011	pad4	_mock	6.891250523
Bac039	flat04	line013	pad4	_mock	6.96380119
Bac039	flat04	line013	pad4	_mock	6.774137124
Bac039	flat04	line015	pad4	_mock	6.96380119
Bac039	flat04	line015	pad4	_mock	6.827581443
Bac039	flat03	line009	sid2	_mock	7.368371778
Bac039	flat03	line009	sid2	_mock	7.247797847
Bac039	flat03	line011	sid2	_mock	6.565861182
Bac039	flat03	line011	sid2	_mock	6.719089558
Bac039	flat04	line013	sid2	_mock	6.93976295
Bac039	flat04	line013	sid2	_mock	6.548827842
Bac039	flat04	line015	sid2	_mock	6.590220528
Bac039	flat04	line015	sid2	_mock	6.548827842
Bac039	flat03	line009	dde2/ein2	_mock	6.605732694
Bac039	flat03	line009	dde2/ein2	_mock	7.053977821
Bac039	flat03	line011	dde2/ein2	_mock	5.565861182
Bac039	flat03	line011	dde2/ein2	_mock	5.628009089
Bac039	flat04	line013	dde2/ein2	_mock	6.849857838
Bac039	flat04	line013	dde2/ein2	_mock	6.768935931
Bac039	flat04	line015	dde2/ein2	_mock	6.264831186
Bac039	flat04	line015	dde2/ein2	_mock	6.605732694
Bac039	flat03	line009	dde2/pad4	_mock	8.051254962
Bac039	flat03	line009	dde2/pad4	_mock	7.73067143
Bac039	flat03	line011	dde2/pad4	_mock	7.741952441
Bac039	flat03	line011	dde2/pad4	_mock	7.613285832
Bac039	flat04	line013	dde2/pad4	_mock	7.281221602
Bac039	flat04	line013	dde2/pad4	_mock	7.105130343
Bac039	flat04	line015	dde2/pad4	_mock	6.635187673
Bac039	flat04	line015	dde2/pad4	_mock	6.531099076
Bac039	flat03	line009	dde2/sid2	_mock	7.326979093
Bac039	flat03	line009	dde2/sid2	_mock	7.406160339
Bac039	flat03	line011	dde2/sid2	_mock	7.105130343
Bac039	flat03	line011	dde2/sid2	_mock	7.355007816
